route_id,stop_sequence,place_id,stop_name_en,stop_name_bn,cumulative_distance_km,segment_distance_from_previous_km,source_id
BRTA_A_161_NO,3,PLC0333,Shankar,শঙ্কর,6.9,0.9,SRC_BRTA_METRO_FARES
BRTA_A_161_NO,4,PLC0092,Dhanmondi-15,ধানমন্ডি-১৫,7.7,0.8,SRC_BRTA_METRO_FARES
BRTA_A_161_NO,5,PLC0144,Jigatola,জিগাতলা,8.4,0.7,SRC_BRTA_METRO_FARES
BRTA_A_161_NO,6,PLC0085,Dhaka City College,ঢাকা সিটি কলেজ,9.2,0.8,SRC_BRTA_METRO_FARES
BRTA_A_161_NO,7,PLC0329,Science Lab,সাইন্সল্যাব,9.6,0.4,SRC_BRTA_METRO_FARES
BRTA_A_161_NO,8,PLC0086,Dhaka College,ঢাকা কলেজ,9.8,0.2,SRC_BRTA_METRO_FARES
BRTA_A_161_NO,9,PLC0279,New Market,নিউ মার্কেট,10.2,0.4,SRC_BRTA_METRO_FARES
BRTA_A_161_NO,10,PLC0018,Azimpur,আজিমপুর,10.9,0.7,SRC_BRTA_METRO_FARES
BRTA_A_161_NO,11,PLC0280,Nilkhet,নীলক্ষেত,11.9,1.0,SRC_BRTA_METRO_FARES
BRTA_A_161_NO,12,PLC0097,Dhupkhola,ধোপখোলা,20.5,8.6,SRC_BRTA_METRO_FARES
BRTA_A_166_NO,1,PLC0253,Mohammadpur,মোহাম্মদপুর,0.0,0,SRC_BRTA_METRO_FARES
BRTA_A_166_NO,2,PLC0371,Town Hall,টাউন হল,1.4,1.4,SRC_BRTA_METRO_FARES
BRTA_A_166_NO,3,PLC0012,Asad Gate,আসাদগেট,2.4,1.0,SRC_BRTA_METRO_FARES
BRTA_A_166_NO,4,PLC0112,Farmgate,ফার্মগেট,3.9,1.5,SRC_BRTA_METRO_FARES
BRTA_A_166_NO,5,PLC0250,Mohakhali,মহাখালী,7.0,3.1,SRC_BRTA_METRO_FARES
BRTA_A_166_NO,6,PLC0366,Titumir College,তিতুমীর কলেজ,7.8,0.8,SRC_BRTA_METRO_FARES
BRTA_A_166_NO,7,PLC0129,Gulshan-1,গুলশান-১,8.8,1.0,SRC_BRTA_METRO_FARES
BRTA_A_166_NO,8,PLC0232,Middle Badda,মধ্য বাড্ডা,9.7,0.9,SRC_BRTA_METRO_FARES
BRTA_A_166_NO,9,PLC0376,Uttar Badda,উত্তর বাড্ডা,10.9,1.2,SRC_BRTA_METRO_FARES
BRTA_A_166_NO,10,PLC0274,Natun Bazar,নতুন বাজার,11.1,0.2,SRC_BRTA_METRO_FARES
BRTA_A_166_NO,11,PLC0045,Bashundhara,বসুন্ধরা,13.0,1.9,SRC_BRTA_METRO_FARES
BRTA_A_166_NO,12,PLC0282,Norda,নর্দা,13.6,0.6,SRC_BRTA_METRO_FARES
BRTA_A_166_NO,13,PLC0203,Kuril Bishwa Road,কুড়িল বিশ্বরোড,14.1,0.5,SRC_BRTA_METRO_FARES
BRTA_A_166_NO,14,PLC0193,Khilkhet,খিলক্ষেত,14.6,0.5,SRC_BRTA_METRO_FARES
BRTA_A_166_NO,15,PLC0278,New Airport,নিউ এয়ারপোর্ট,17.2,2.6,SRC_BRTA_METRO_FARES
BRTA_A_166_NO,16,PLC0309,Rajlaxmi,রাজলক্ষ্মী,18.7,1.5,SRC_BRTA_METRO_FARES
BRTA_A_166_NO,17,PLC0135,House Building,হাউজ বিল্ডিং,20.5,1.8,SRC_BRTA_METRO_FARES
BRTA_A_173_NO,1,PLC0021,Babu Bazar Bridge,বাবু বাজার ব্রীজ,0.0,0,SRC_BRTA_METRO_FARES
BRTA_A_173_NO,2,PLC0113,Fulbaria,ফুলবাড়িয়া,3.0,3.0,SRC_BRTA_METRO_FARES
BRTA_A_173_NO,3,PLC0292,Palton,পল্টন,4.0,1.0,SRC_BRTA_METRO_FARES
BRTA_A_173_NO,4,PLC0310,Rajmoni,রাজমনি,5.0,1.0,SRC_BRTA_METRO_FARES
BRTA_A_173_NO,5,PLC0212,Malibagh,মালিবাগ,6.2,1.2,SRC_BRTA_METRO_FARES
BRTA_A_173_NO,6,PLC0264,Mouchak,মৌচাক,6.6,0.4,SRC_BRTA_METRO_FARES
BRTA_A_173_NO,7,PLC0003,Abul Hotel,আবুল হোটেল,7.6,1.0,SRC_BRTA_METRO_FARES
BRTA_A_173_NO,8,PLC0372,TV Center,টিভি সেন্টার,8.6,1.0,SRC_BRTA_METRO_FARES
BRTA_A_173_NO,9,PLC0232,Middle Badda,মধ্য বাড্ডা,10.6,2.0,SRC_BRTA_METRO_FARES
BRTA_A_173_NO,10,PLC0274,Natun Bazar,নতুন বাজার,12.6,2.0,SRC_BRTA_METRO_FARES
BRTA_A_173_NO,11,PLC0203,Kuril Bishwa Road,কুড়িল বিশ্বরোড,15.1,2.5,SRC_BRTA_METRO_FARES
BRTA_A_173_NO,12,PLC0005,Airport,এয়ারপোর্ট,18.7,3.6,SRC_BRTA_METRO_FARES
BRTA_A_173_NO,13,PLC0018,Azimpur,আজমপুর,21.2,2.5,SRC_BRTA_METRO_FARES
BRTA_A_173_NO,14,PLC0001,Abdullahpur,আব্দুল্লাহপুর,22.2,1.0,SRC_BRTA_METRO_FARES
BRTA_A_173_NO,15,PLC0096,Dhowr Bridge,ধওর ব্রীজ,25.2,3.0,SRC_BRTA_METRO_FARES
BRTA_A_181_NO,1,PLC0326,Savar,সাভার,0.0,0,SRC_BRTA_METRO_FARES
BRTA_A_181_NO,2,PLC0132,Hemayetpur,হেমায়েতপুর,6.7,6.7,SRC_BRTA_METRO_FARES
BRTA_A_181_NO,3,PLC0114,Gabtoli,গাবতলী,14.3,7.6,SRC_BRTA_METRO_FARES
BRTA_A_181_NO,4,PLC0362,Technical,টেকনিক্যাল,15.3,1.0,SRC_BRTA_METRO_FARES
BRTA_A_181_NO,5,PLC0250,Mohakhali,মহাখালী,23.0,7.7,SRC_BRTA_METRO_FARES
BRTA_A_181_NO,6,PLC0129,Gulshan-1,গুলশান-১,25.6,2.6,SRC_BRTA_METRO_FARES
BRTA_A_181_NO,7,PLC0274,Natun Bazar,নতুন বাজার,27.8,2.2,SRC_BRTA_METRO_FARES
BRTA_A_182_NO,1,PLC0244,Mirpur-14,মিরপুর-১৪,0.0,0,SRC_BRTA_METRO_FARES
BRTA_A_182_NO,2,PLC0240,Mirpur-10,মিরপুর-১০,2.3,2.3,SRC_BRTA_METRO_FARES
BRTA_A_182_NO,3,PLC0239,Mirpur-1,মিরপুর-১,4.2,1.9,SRC_BRTA_METRO_FARES
BRTA_A_182_NO,4,PLC0299,Priyangan Gate,প্রিয়ঙ্গন গেট,4.8,0.6,SRC_BRTA_METRO_FARES
BRTA_A_182_NO,5,PLC0103,Eastern Housing,ইস্টার্ন হাউজিং,9.0,4.2,SRC_BRTA_METRO_FARES
BRTA_A_182_NO,6,PLC0095,Dhowr,ধওর,17.5,8.5,SRC_BRTA_METRO_FARES
BRTA_A_182_NO,7,PLC0385,Zirab,জিরাব,23.0,5.5,SRC_BRTA_METRO_FARES
BRTA_A_182_NO,8,PLC0110,Fantasy,ফ্যান্টাসী,27.2,4.2,SRC_BRTA_METRO_FARES
BRTA_A_182_NO,9,PLC0029,Baipail,বাইপাইল,29.5,2.3,SRC_BRTA_METRO_FARES
BRTA_A_182_NO,10,PLC0108,EPZ,ইপিজেড,31.0,1.5,SRC_BRTA_METRO_FARES
BRTA_A_182_NO,11,PLC0386,Zirani,জিরানী,36.0,5.0,SRC_BRTA_METRO_FARES
BRTA_A_182_NO,12,PLC0269,Nandan Park,নন্দনপার্ক,40.0,4.0,SRC_BRTA_METRO_FARES
BRTA_A_182_NO,13,PLC0070,Chandra,চন্দ্রা,42.5,2.5,SRC_BRTA_METRO_FARES
BRTA_A_190_NO,1,PLC0108,EPZ,ইপিজেড,0.0,0,SRC_BRTA_METRO_FARES
BRTA_A_190_NO,2,PLC0114,Gabtoli,গাবতলী,25.9,25.9,SRC_BRTA_METRO_FARES
BRTA_A_190_NO,3,PLC0163,Kalyanpur,কল্যাণপুর,28.3,2.4,SRC_BRTA_METRO_FARES
BRTA_A_190_NO,4,PLC0078,College Gate,কলেজগেট,29.6,1.3,SRC_BRTA_METRO_FARES
BRTA_A_190_NO,5,PLC0112,Farmgate,ফার্মগেট,32.4,2.8,SRC_BRTA_METRO_FARES
BRTA_A_190_NO,6,PLC0038,Bangladesh Bank,বাংলাদেশ ব্যাংক,38.0,5.6,SRC_BRTA_METRO_FARES
BRTA_A_190_NO,7,PLC0327,Sayedabad,সায়েদাবাদ,40.0,2.0,SRC_BRTA_METRO_FARES
BRTA_A_190_NO,8,PLC0207,Link Road,লিংক রোড,46.2,6.2,SRC_BRTA_METRO_FARES
BRTA_A_192_NO,1,PLC0108,EPZ,ইপিজেড,0.0,0,SRC_BRTA_METRO_FARES
BRTA_A_192_NO,2,PLC0326,Savar,সাভার,12.8,12.8,SRC_BRTA_METRO_FARES
BRTA_A_192_NO,3,PLC0114,Gabtoli,গাবতলী,25.9,13.1,SRC_BRTA_METRO_FARES
BRTA_A_192_NO,4,PLC0163,Kalyanpur,কল্যাণপুর,28.3,2.4,SRC_BRTA_METRO_FARES
BRTA_A_192_NO,5,PLC0078,College Gate,কলেজগেট,29.6,1.3,SRC_BRTA_METRO_FARES
BRTA_A_192_NO,6,PLC0112,Farmgate,ফার্মগেট,32.4,2.8,SRC_BRTA_METRO_FARES
BRTA_A_192_NO,7,PLC0037,Bangla Motor,বাংলামটর,34.0,1.6,SRC_BRTA_METRO_FARES
BRTA_A_192_NO,8,PLC0210,Magbazar,মগবাজার,35.3,1.3,SRC_BRTA_METRO_FARES
BRTA_A_192_NO,9,PLC0212,Malibagh,মালিবাগ,36.3,1.0,SRC_BRTA_METRO_FARES
BRTA_A_192_NO,10,PLC0044,Basabo,বাসাবো,38.7,2.4,SRC_BRTA_METRO_FARES
BRTA_A_192_NO,11,PLC0148,Jonopoth,জনপথ,41.7,3.0,SRC_BRTA_METRO_FARES
BRTA_A_192_NO,12,PLC0143,Jatrabari,যাত্রাবাড়ী,42.3,0.6,SRC_BRTA_METRO_FARES
BRTA_A_192_NO,13,PLC0272,Narayanganj Link Road,নারাংগঞ্জ লিংক রোড,47.5,5.2,SRC_BRTA_METRO_FARES
BRTA_A_202_NO,1,PLC0326,Savar,সাভার,0.0,0,SRC_BRTA_METRO_FARES
BRTA_A_202_NO,2,PLC0114,Gabtoli,গাবতলী,13.8,13.8,SRC_BRTA_METRO_FARES
BRTA_A_202_NO,3,PLC0239,Mirpur-1,মিরপুর-১,16.9,3.1,SRC_BRTA_METRO_FARES
BRTA_A_202_NO,4,PLC0240,Mirpur-10,মিরপুর-১০,18.8,1.9,SRC_BRTA_METRO_FARES
BRTA_A_202_NO,5,PLC0250,Mohakhali,মহাখালী,26.3,7.5,SRC_BRTA_METRO_FARES
BRTA_A_202_NO,6,PLC0129,Gulshan-1,গুলশান-১,28.7,2.4,SRC_BRTA_METRO_FARES
BRTA_A_202_NO,7,PLC0063,Bonoshri,বনশ্রী,35.0,6.3,SRC_BRTA_METRO_FARES
BRTA_A_202_NO,8,PLC0007,Amulia Staff Quarter,আমুলিয়া স্টাফ কোয়ার্টার,43.0,8.0,SRC_BRTA_METRO_FARES
BRTA_A_207_NO,1,PLC0367,Tongi,টঙ্গী,0.0,0,SRC_BRTA_METRO_FARES
BRTA_A_207_NO,2,PLC0017,Azampur,আজমপুর,7.4,7.4,SRC_BRTA_METRO_FARES
BRTA_A_207_NO,3,PLC0250,Mohakhali,মহাখালী,19.0,11.6,SRC_BRTA_METRO_FARES
BRTA_A_207_NO,4,PLC0112,Farmgate,ফার্মগেট,21.5,2.5,SRC_BRTA_METRO_FARES
BRTA_A_207_NO,5,PLC0215,Manik Mia,মানিক মিয়া,23.3,1.8,SRC_BRTA_METRO_FARES
BRTA_A_207_NO,6,PLC0077,City College,সিটি কলেজ,25.4,2.1,SRC_BRTA_METRO_FARES
BRTA_A_207_NO,7,PLC0280,Nilkhet,নীলক্ষেত,26.5,1.1,SRC_BRTA_METRO_FARES
BRTA_A_207_NO,8,PLC0087,Dhakeshwari Etimkhana,ঢাকেশ্বরী এতিমখানা,28.0,1.5,SRC_BRTA_METRO_FARES
BRTA_A_219_NO,1,PLC0113,Fulbaria,ফুলবাড়িয়া,0.0,0,SRC_BRTA_METRO_FARES
BRTA_A_219_NO,2,PLC0210,Magbazar,মগবাজার,4.2,4.2,SRC_BRTA_METRO_FARES
BRTA_A_219_NO,3,PLC0268,Nabisco,নাবিস্কো,8.4,4.2,SRC_BRTA_METRO_FARES
BRTA_A_219_NO,4,PLC0250,Mohakhali,মহাখালী,9.4,1.0,SRC_BRTA_METRO_FARES
BRTA_A_219_NO,5,PLC0032,Banani,বনানী,11.1,1.7,SRC_BRTA_METRO_FARES
BRTA_A_219_NO,6,PLC0005,Airport,এয়ারপোর্ট,19.8,8.7,SRC_BRTA_METRO_FARES
BRTA_A_219_NO,7,PLC0367,Tongi,টঙ্গী,25.0,5.2,SRC_BRTA_METRO_FARES
BRTA_A_219_NO,8,PLC0118,Gazipur Crossroad,গাজীপুর চৌরাস্তা,36.5,11.5,SRC_BRTA_METRO_FARES
BRTA_A_219_NO,9,PLC0306,Rajendrapur,রাজেন্দ্রপুর,48.6,12.1,SRC_BRTA_METRO_FARES
BRTA_A_219_NO,10,PLC0307,Rajendrapur Bazar,রাজেন্দ্রপুর বাজার,54.0,5.4,SRC_BRTA_METRO_FARES
BRTA_A_219_NO,11,PLC0304,Rajabari,রাজাবাড়ী,58.8,4.8,SRC_BRTA_METRO_FARES
BRTA_A_219_NO,12,PLC0173,Kapasia,কাপাসিয়া,66.0,7.2,SRC_BRTA_METRO_FARES
BRTA_A_220_NO,1,PLC0113,Fulbaria,ফুলবাড়িয়া,0.0,0,SRC_BRTA_METRO_FARES
BRTA_A_220_NO,2,PLC0210,Magbazar,মগবাজার,4.2,4.2,SRC_BRTA_METRO_FARES
BRTA_A_220_NO,3,PLC0268,Nabisco,নাবিস্কো,8.4,4.2,SRC_BRTA_METRO_FARES
BRTA_A_220_NO,4,PLC0250,Mohakhali,মহাখালী,9.4,1.0,SRC_BRTA_METRO_FARES
BRTA_A_220_NO,5,PLC0032,Banani,বনানী,11.1,1.7,SRC_BRTA_METRO_FARES
BRTA_A_220_NO,6,PLC0005,Airport,এয়ারপোর্ট,19.8,8.7,SRC_BRTA_METRO_FARES
BRTA_A_220_NO,7,PLC0367,Tongi,টঙ্গী,25.0,5.2,SRC_BRTA_METRO_FARES
BRTA_A_220_NO,8,PLC0118,Gazipur Crossroad,গাজীপুর চৌরাস্তা,36.5,11.5,SRC_BRTA_METRO_FARES
BRTA_A_220_NO,9,PLC0308,Rajendrapur Crossroad,রাজেন্দ্রপুর চৌরাস্তা,48.6,12.1,SRC_BRTA_METRO_FARES
BRTA_A_220_NO,10,PLC0134,Hota Para,হোতা পাড়া,52.3,3.7,SRC_BRTA_METRO_FARES
BRTA_A_220_NO,11,PLC0026,Bagher Bazar,বাঘের বাজার,57.3,5.0,SRC_BRTA_METRO_FARES
BRTA_A_220_NO,12,PLC0214,Manda Crossroad,মান্ডা চৌরাস্তা,60.3,3.0,SRC_BRTA_METRO_FARES
BRTA_A_220_NO,13,PLC0353,Sreepur,শ্রীপুর,70.6,10.3,SRC_BRTA_METRO_FARES
BRTA_A_220_NO,14,PLC0062,Bomi,বমী,77.5,6.9,SRC_BRTA_METRO_FARES
BRTA_A_222_NO,1,PLC0113,Fulbaria,ফুলবাড়িয়া,0.0,0,SRC_BRTA_METRO_FARES
BRTA_A_222_NO,2,PLC0180,Kazlail,কাজলাইল,2.0,2.0,SRC_BRTA_METRO_FARES
BRTA_A_222_NO,3,PLC0210,Magbazar,মগবাজার,4.2,2.2,SRC_BRTA_METRO_FARES
BRTA_A_222_NO,4,PLC0250,Mohakhali,মহাখালী,9.4,5.2,SRC_BRTA_METRO_FARES
BRTA_A_222_NO,5,PLC0153,Kajli,কাজলি,11.1,1.7,SRC_BRTA_METRO_FARES
BRTA_A_222_NO,6,PLC0005,Airport,এয়ারপোর্ট,19.8,8.7,SRC_BRTA_METRO_FARES
BRTA_A_222_NO,7,PLC0367,Tongi,টঙ্গী,25.0,5.2,SRC_BRTA_METRO_FARES
BRTA_A_222_NO,8,PLC0118,Gazipur Crossroad,গাজীপুর চৌরাস্তা,36.5,11.5,SRC_BRTA_METRO_FARES
BRTA_A_222_NO,9,PLC0117,Gazipur,গাজীপুর,41.5,5.0,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,1,PLC0113,Fulbaria,ফুলবাড়িয়া,0.0,0,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,2,PLC0133,High Court,হাইকোর্ট,0.7,0.7,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,3,PLC0222,Matsya Bhaban,মৎসভবন,1.2,0.5,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,4,PLC0331,Shahbag,শাহবাগ,3.4,2.2,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,5,PLC0329,Science Lab,সাইন্সল্যাব,4.9,1.5,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,6,PLC0156,Kalabagan,কলাবাগান,6.7,1.8,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,7,PLC0012,Asad Gate,আসাদগেট,8.3,1.6,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,8,PLC0362,Technical,টেকনিক্যাল,11.3,3.0,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,9,PLC0114,Gabtoli,গাবতলী,12.3,1.0,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,10,PLC0218,Manikganj,মানিকগঞ্জ,65.0,52.7,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,11,PLC0293,Paturia,পাটুরিয়া,92.3,27.3,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,1,PLC0327,Sayedabad,সায়েদাবাদ,0.0,0,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,2,PLC0212,Malibagh,মালিবাগ,4.0,4.0,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,3,PLC0325,Satrasta,সাতরাস্তা,8.0,4.0,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,4,PLC0250,Mohakhali,মহাখালী,12.0,4.0,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,5,PLC0005,Airport,এয়ারপোর্ট,20.0,8.0,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,6,PLC0370,Tongi Bazar,টঙ্গীবাজার,24.0,4.0,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,7,PLC0073,Cherag Ali,চেরাগআলী,27.0,3.0,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,8,PLC0061,Board Bazar,বোর্ড বাজার,31.0,4.0,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,9,PLC0074,Chourasta,চৌরাস্তা,37.0,6.0,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,10,PLC0117,Gazipur,গাজীপুর,42.0,5.0,SRC_BRTA_METRO_FARES
BRTA_A_228_NO,1,PLC0327,Sayedabad,সায়েদাবাদ,0.0,0,SRC_BRTA_METRO_FARES
BRTA_A_228_NO,2,PLC0143,Jatrabari,যাত্রাবাড়ী,1.0,1.0,SRC_BRTA_METRO_FARES
BRTA_A_228_NO,3,PLC0150,Jurain,জুরাইন,3.0,2.0,SRC_BRTA_METRO_FARES
BRTA_A_228_NO,4,PLC0295,Postgola,পোস্তগোলা,3.5,0.5,SRC_BRTA_METRO_FARES
BRTA_A_228_NO,5,PLC0270,Narayanganj,নারায়ণগঞ্জ,15.8,12.3,SRC_BRTA_METRO_FARES
BRTA_A_234_NO,1,PLC0208,Madanganj,মদনগঞ্জ,0.0,0,SRC_BRTA_METRO_FARES
BRTA_A_234_NO,2,PLC0327,Sayedabad,সায়েদাবাদ,25.9,25.9,SRC_BRTA_METRO_FARES
BRTA_A_234_NO,3,PLC0125,Gulistan,গুলিস্তান,27.9,2.0,SRC_BRTA_METRO_FARES
BRTA_A_234_NO,4,PLC0298,Press Club,প্রেসক্লাব,28.9,1.0,SRC_BRTA_METRO_FARES
BRTA_A_234_NO,5,PLC0331,Shahbag,শাহবাগ,30.6,1.7,SRC_BRTA_METRO_FARES
BRTA_A_234_NO,6,PLC0280,Nilkhet,নীলক্ষেত,32.5,1.9,SRC_BRTA_METRO_FARES
BRTA_A_234_NO,7,PLC0018,Azimpur,আজিমপুর,33.1,0.6,SRC_BRTA_METRO_FARES
BRTA_A_236_NO,1,PLC0327,Sayedabad,সায়েদাবাদ,0.0,0,SRC_BRTA_METRO_FARES
BRTA_A_236_NO,2,PLC0143,Jatrabari,যাত্রাবাড়ী,0.8,0.8,SRC_BRTA_METRO_FARES
BRTA_A_236_NO,3,PLC0332,Shanir Akhra,শনিরআখড়া,2.6,1.8,SRC_BRTA_METRO_FARES
BRTA_A_236_NO,4,PLC0316,Rayerbag,রায়েরবাগ,3.5,0.9,SRC_BRTA_METRO_FARES
BRTA_A_236_NO,5,PLC0207,Link Road,লিংক রোড,6.0,2.5,SRC_BRTA_METRO_FARES
BRTA_A_236_NO,6,PLC0270,Narayanganj,নারায়ণগঞ্জ,16.2,10.2,SRC_BRTA_METRO_FARES
BRTA_A_240_NO,1,PLC0171,Kanchpur,কাঁচপুর,0.0,0,SRC_BRTA_METRO_FARES
BRTA_A_240_NO,2,PLC0327,Sayedabad,সায়েদাবাদ,9.0,9.0,SRC_BRTA_METRO_FARES
BRTA_A_240_NO,3,PLC0212,Malibagh,মালিবাগ,14.9,5.9,SRC_BRTA_METRO_FARES
BRTA_A_240_NO,4,PLC0284,Notun Bazar,নতুন বাজার,20.8,5.9,SRC_BRTA_METRO_FARES
BRTA_A_240_NO,5,PLC0005,Airport,এয়ারপোর্ট,27.3,6.5,SRC_BRTA_METRO_FARES
BRTA_A_240_NO,6,PLC0367,Tongi,টঙ্গী,31.4,4.1,SRC_BRTA_METRO_FARES
BRTA_A_240_NO,7,PLC0369,Tongi Bastuhara,টঙ্গী বাস্তহারা,36.0,4.6,SRC_BRTA_METRO_FARES
BRTA_A_243_NO,1,PLC0089,Dhaleswar,ধলেশ্বর,0.0,0,SRC_BRTA_METRO_FARES
BRTA_A_243_NO,2,PLC0143,Jatrabari,যাত্রাবাড়ী,4.5,4.5,SRC_BRTA_METRO_FARES
BRTA_A_243_NO,3,PLC0212,Malibagh,মালিবাগ,10.6,6.1,SRC_BRTA_METRO_FARES
BRTA_A_243_NO,4,PLC0300,Progati Sarani,প্রগতি সরণী,15.9,5.3,SRC_BRTA_METRO_FARES
BRTA_A_243_NO,5,PLC0001,Abdullahpur,আব্দুল্লাহপুর,26.6,10.7,SRC_BRTA_METRO_FARES
BRTA_A_243_NO,6,PLC0368,Tongi (Bastuhara),টঙ্গী (বাস্তহারা),31.7,5.1,SRC_BRTA_METRO_FARES
BRTA_A_245_NO,1,PLC0209,Madanpur,মদনপুর,0.0,0,SRC_BRTA_METRO_FARES
BRTA_A_245_NO,2,PLC0260,Motijheel,মতিঝিল,16.1,16.1,SRC_BRTA_METRO_FARES
BRTA_A_245_NO,3,PLC0212,Malibagh,মালিবাগ,18.7,2.6,SRC_BRTA_METRO_FARES
BRTA_A_245_NO,4,PLC0210,Magbazar,মগবাজার,19.9,1.2,SRC_BRTA_METRO_FARES
BRTA_A_245_NO,5,PLC0250,Mohakhali,মহাখালী,23.4,3.5,SRC_BRTA_METRO_FARES
BRTA_A_245_NO,6,PLC0153,Kajli,কাজলী,25.2,1.8,SRC_BRTA_METRO_FARES
BRTA_A_245_NO,7,PLC0001,Abdullahpur,আব্দুল্লাহপুর,36.5,11.3,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,1,PLC0113,Fulbaria,ফুলবাড়িয়া,0.0,0,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,2,PLC0276,Nayabazar,নয়াবাজার,1.4,1.4,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,3,PLC0145,Jinjira,জিঞ্জিরা,4.0,2.6,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,4,PLC0200,Koshailya Bazar,কোশাইল্যা বাজার,8.6,4.6,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,5,PLC0311,Ramer Kanda,রামের কান্দা,12.5,3.9,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,6,PLC0328,Sayedpur,সৈয়দপুর,16.0,3.5,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,7,PLC0187,Kharshur,খারশুর,23.5,7.5,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,8,PLC0363,Tikarpur,টিকরপুর,28.0,4.5,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,9,PLC0009,Apla Bazar,আপলা বাজার,29.2,1.2,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,10,PLC0040,Bangonagar,বঙ্গনগর,33.3,4.1,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,11,PLC0345,Shurganj,শুরগঞ্জ,34.8,1.5,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,12,PLC0027,Bagmara,বাগমারা,35.2,0.4,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,13,PLC0275,Nawabganj,নবাবগঞ্জ,36.1,0.9,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,14,PLC0211,Majhir Kanda,মাঝির কান্দা,39.4,3.3,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,15,PLC0033,Bandura,বান্দুরা,42.0,2.6,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,16,PLC0043,Baruakhali,বারুয়াখালী,47.8,5.8,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,17,PLC0188,Khasiakhali Beribadh,খাসিয়াখালী বেড়িবাঁধ,52.5,4.7,SRC_BRTA_METRO_FARES
BRTA_A_252_NO,1,PLC0054,Bhulta,ভুলতা,0.0,0,SRC_BRTA_METRO_FARES
BRTA_A_252_NO,2,PLC0143,Jatrabari,যাত্রাবাড়ী,21.1,21.1,SRC_BRTA_METRO_FARES
BRTA_A_252_NO,3,PLC0125,Gulistan,গুলিস্তান,24.2,3.1,SRC_BRTA_METRO_FARES
BRTA_A_252_NO,4,PLC0331,Shahbag,শাহবাগ,26.9,2.7,SRC_BRTA_METRO_FARES
BRTA_A_252_NO,5,PLC0156,Kalabagan,কলাবাগান,30.4,3.5,SRC_BRTA_METRO_FARES
BRTA_A_252_NO,6,PLC0329,Science Lab,সাইন্সল্যাব,31.3,0.9,SRC_BRTA_METRO_FARES
BRTA_A_256_NO,1,PLC0069,Chancharpul,চাঁনখারপুল,0.0,0,SRC_BRTA_METRO_FARES
BRTA_A_256_NO,2,PLC0125,Gulistan,গুলিস্তান,2.0,2.0,SRC_BRTA_METRO_FARES
BRTA_A_256_NO,3,PLC0143,Jatrabari,যাত্রাবাড়ী,5.4,3.4,SRC_BRTA_METRO_FARES
BRTA_A_256_NO,4,PLC0171,Kanchpur,কাঁচপুর,14.8,9.4,SRC_BRTA_METRO_FARES
BRTA_A_256_NO,5,PLC0209,Madanpur,মদনপুর,18.0,3.2,SRC_BRTA_METRO_FARES
BRTA_A_256_NO,6,PLC0351,Sonargaon Mogra Para,সোনারগাঁও মোগড়া পাড়া,25.8,7.8,SRC_BRTA_METRO_FARES
BRTA_A_256_NO,7,PLC0228,Meghna Ghat,মেঘনা ঘাট,29.3,3.5,SRC_BRTA_METRO_FARES
BRTA_A_257_NO,1,PLC0172,Kanchpur Bridge,কাঁচপুর ব্রীজ,0.0,0,SRC_BRTA_METRO_FARES
BRTA_A_257_NO,2,PLC0260,Motijheel,মতিঝিল,13.4,13.4,SRC_BRTA_METRO_FARES
