route_id,from_place_id,from_name_en,to_place_id,to_name_en,segment_distance_km,direction,source_id
BRTA_A_220_NO,PLC0214,Manda Crossroad,PLC0026,Bagher Bazar,3.0,reverse,SRC_BRTA_METRO_FARES
BRTA_A_220_NO,PLC0214,Manda Crossroad,PLC0353,Sreepur,10.3,forward,SRC_BRTA_METRO_FARES
BRTA_A_220_NO,PLC0353,Sreepur,PLC0214,Manda Crossroad,10.3,reverse,SRC_BRTA_METRO_FARES
BRTA_A_220_NO,PLC0353,Sreepur,PLC0062,Bomi,6.9,forward,SRC_BRTA_METRO_FARES
BRTA_A_220_NO,PLC0062,Bomi,PLC0353,Sreepur,6.9,reverse,SRC_BRTA_METRO_FARES
BRTA_A_222_NO,PLC0113,Fulbaria,PLC0180,Kazlail,2.0,forward,SRC_BRTA_METRO_FARES
BRTA_A_222_NO,PLC0180,Kazlail,PLC0113,Fulbaria,2.0,reverse,SRC_BRTA_METRO_FARES
BRTA_A_222_NO,PLC0180,Kazlail,PLC0210,Magbazar,2.2,forward,SRC_BRTA_METRO_FARES
BRTA_A_222_NO,PLC0210,Magbazar,PLC0180,Kazlail,2.2,reverse,SRC_BRTA_METRO_FARES
BRTA_A_222_NO,PLC0210,Magbazar,PLC0250,Mohakhali,5.2,forward,SRC_BRTA_METRO_FARES
BRTA_A_222_NO,PLC0250,Mohakhali,PLC0210,Magbazar,5.2,reverse,SRC_BRTA_METRO_FARES
BRTA_A_222_NO,PLC0250,Mohakhali,PLC0153,Kajli,1.7,forward,SRC_BRTA_METRO_FARES
BRTA_A_222_NO,PLC0153,Kajli,PLC0250,Mohakhali,1.7,reverse,SRC_BRTA_METRO_FARES
BRTA_A_222_NO,PLC0153,Kajli,PLC0005,Airport,8.7,forward,SRC_BRTA_METRO_FARES
BRTA_A_222_NO,PLC0005,Airport,PLC0153,Kajli,8.7,reverse,SRC_BRTA_METRO_FARES
BRTA_A_222_NO,PLC0005,Airport,PLC0367,Tongi,5.2,forward,SRC_BRTA_METRO_FARES
BRTA_A_222_NO,PLC0367,Tongi,PLC0005,Airport,5.2,reverse,SRC_BRTA_METRO_FARES
BRTA_A_222_NO,PLC0367,Tongi,PLC0118,Gazipur Crossroad,11.5,forward,SRC_BRTA_METRO_FARES
BRTA_A_222_NO,PLC0118,Gazipur Crossroad,PLC0367,Tongi,11.5,reverse,SRC_BRTA_METRO_FARES
BRTA_A_222_NO,PLC0118,Gazipur Crossroad,PLC0117,Gazipur,5.0,forward,SRC_BRTA_METRO_FARES
BRTA_A_222_NO,PLC0117,Gazipur,PLC0118,Gazipur Crossroad,5.0,reverse,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,PLC0113,Fulbaria,PLC0133,High Court,0.7,forward,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,PLC0133,High Court,PLC0113,Fulbaria,0.7,reverse,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,PLC0133,High Court,PLC0222,Matsya Bhaban,0.5,forward,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,PLC0222,Matsya Bhaban,PLC0133,High Court,0.5,reverse,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,PLC0222,Matsya Bhaban,PLC0331,Shahbag,2.2,forward,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,PLC0331,Shahbag,PLC0222,Matsya Bhaban,2.2,reverse,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,PLC0331,Shahbag,PLC0329,Science Lab,1.5,forward,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,PLC0329,Science Lab,PLC0331,Shahbag,1.5,reverse,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,PLC0329,Science Lab,PLC0156,Kalabagan,1.8,forward,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,PLC0156,Kalabagan,PLC0329,Science Lab,1.8,reverse,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,PLC0156,Kalabagan,PLC0012,Asad Gate,1.6,forward,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,PLC0012,Asad Gate,PLC0156,Kalabagan,1.6,reverse,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,PLC0012,Asad Gate,PLC0362,Technical,3.0,forward,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,PLC0362,Technical,PLC0012,Asad Gate,3.0,reverse,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,PLC0362,Technical,PLC0114,Gabtoli,1.0,forward,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,PLC0114,Gabtoli,PLC0362,Technical,1.0,reverse,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,PLC0114,Gabtoli,PLC0218,Manikganj,52.7,forward,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,PLC0218,Manikganj,PLC0114,Gabtoli,52.7,reverse,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,PLC0218,Manikganj,PLC0293,Paturia,27.3,forward,SRC_BRTA_METRO_FARES
BRTA_A_224_NO,PLC0293,Paturia,PLC0218,Manikganj,27.3,reverse,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,PLC0327,Sayedabad,PLC0212,Malibagh,4.0,forward,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,PLC0212,Malibagh,PLC0327,Sayedabad,4.0,reverse,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,PLC0212,Malibagh,PLC0325,Satrasta,4.0,forward,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,PLC0325,Satrasta,PLC0212,Malibagh,4.0,reverse,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,PLC0325,Satrasta,PLC0250,Mohakhali,4.0,forward,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,PLC0250,Mohakhali,PLC0325,Satrasta,4.0,reverse,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,PLC0250,Mohakhali,PLC0005,Airport,8.0,forward,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,PLC0005,Airport,PLC0250,Mohakhali,8.0,reverse,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,PLC0005,Airport,PLC0370,Tongi Bazar,4.0,forward,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,PLC0370,Tongi Bazar,PLC0005,Airport,4.0,reverse,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,PLC0370,Tongi Bazar,PLC0073,Cherag Ali,3.0,forward,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,PLC0073,Cherag Ali,PLC0370,Tongi Bazar,3.0,reverse,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,PLC0073,Cherag Ali,PLC0061,Board Bazar,4.0,forward,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,PLC0061,Board Bazar,PLC0073,Cherag Ali,4.0,reverse,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,PLC0061,Board Bazar,PLC0074,Chourasta,6.0,forward,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,PLC0074,Chourasta,PLC0061,Board Bazar,6.0,reverse,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,PLC0074,Chourasta,PLC0117,Gazipur,5.0,forward,SRC_BRTA_METRO_FARES
BRTA_A_225_NO,PLC0117,Gazipur,PLC0074,Chourasta,5.0,reverse,SRC_BRTA_METRO_FARES
BRTA_A_228_NO,PLC0327,Sayedabad,PLC0143,Jatrabari,1.0,forward,SRC_BRTA_METRO_FARES
BRTA_A_228_NO,PLC0143,Jatrabari,PLC0327,Sayedabad,1.0,reverse,SRC_BRTA_METRO_FARES
BRTA_A_228_NO,PLC0143,Jatrabari,PLC0150,Jurain,2.0,forward,SRC_BRTA_METRO_FARES
BRTA_A_228_NO,PLC0150,Jurain,PLC0143,Jatrabari,2.0,reverse,SRC_BRTA_METRO_FARES
BRTA_A_228_NO,PLC0150,Jurain,PLC0295,Postgola,0.5,forward,SRC_BRTA_METRO_FARES
BRTA_A_228_NO,PLC0295,Postgola,PLC0150,Jurain,0.5,reverse,SRC_BRTA_METRO_FARES
BRTA_A_228_NO,PLC0295,Postgola,PLC0270,Narayanganj,12.3,forward,SRC_BRTA_METRO_FARES
BRTA_A_228_NO,PLC0270,Narayanganj,PLC0295,Postgola,12.3,reverse,SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0208,Madanganj,PLC0327,Sayedabad,25.9,forward,SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0327,Sayedabad,PLC0208,Madanganj,25.9,reverse,SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0327,Sayedabad,PLC0125,Gulistan,2.0,forward,SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0125,Gulistan,PLC0327,Sayedabad,2.0,reverse,SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0125,Gulistan,PLC0298,Press Club,1.0,forward,SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0298,Press Club,PLC0125,Gulistan,1.0,reverse,SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0298,Press Club,PLC0331,Shahbag,1.7,forward,SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0331,Shahbag,PLC0298,Press Club,1.7,reverse,SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0331,Shahbag,PLC0280,Nilkhet,1.9,forward,SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0280,Nilkhet,PLC0331,Shahbag,1.9,reverse,SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0280,Nilkhet,PLC0018,Azimpur,0.6,forward,SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0018,Azimpur,PLC0280,Nilkhet,0.6,reverse,SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0327,Sayedabad,PLC0143,Jatrabari,0.8,forward,SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0143,Jatrabari,PLC0327,Sayedabad,0.8,reverse,SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0143,Jatrabari,PLC0332,Shanir Akhra,1.8,forward,SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0332,Shanir Akhra,PLC0143,Jatrabari,1.8,reverse,SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0332,Shanir Akhra,PLC0316,Rayerbag,0.9,forward,SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0316,Rayerbag,PLC0332,Shanir Akhra,0.9,reverse,SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0316,Rayerbag,PLC0207,Link Road,2.5,forward,SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0207,Link Road,PLC0316,Rayerbag,2.5,reverse,SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0207,Link Road,PLC0270,Narayanganj,10.2,forward,SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0270,Narayanganj,PLC0207,Link Road,10.2,reverse,SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0171,Kanchpur,PLC0327,Sayedabad,9.0,forward,SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0327,Sayedabad,PLC0171,Kanchpur,9.0,reverse,SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0327,Sayedabad,PLC0212,Malibagh,5.9,forward,SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0212,Malibagh,PLC0327,Sayedabad,5.9,reverse,SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0212,Malibagh,PLC0284,Notun Bazar,5.9,forward,SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0284,Notun Bazar,PLC0212,Malibagh,5.9,reverse,SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0284,Notun Bazar,PLC0005,Airport,6.5,forward,SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0005,Airport,PLC0284,Notun Bazar,6.5,reverse,SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0005,Airport,PLC0367,Tongi,4.1,forward,SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0367,Tongi,PLC0005,Airport,4.1,reverse,SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0367,Tongi,PLC0369,Tongi Bastuhara,4.6,forward,SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0369,Tongi Bastuhara,PLC0367,Tongi,4.6,reverse,SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0089,Dhaleswar,PLC0143,Jatrabari,4.5,forward,SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0143,Jatrabari,PLC0089,Dhaleswar,4.5,reverse,SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0143,Jatrabari,PLC0212,Malibagh,6.1,forward,SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0212,Malibagh,PLC0143,Jatrabari,6.1,reverse,SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0212,Malibagh,PLC0300,Progati Sarani,5.3,forward,SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0300,Progati Sarani,PLC0212,Malibagh,5.3,reverse,SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0300,Progati Sarani,PLC0001,Abdullahpur,10.7,forward,SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0001,Abdullahpur,PLC0300,Progati Sarani,10.7,reverse,SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0001,Abdullahpur,PLC0368,Tongi (Bastuhara),5.1,forward,SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0368,Tongi (Bastuhara),PLC0001,Abdullahpur,5.1,reverse,SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0209,Madanpur,PLC0260,Motijheel,16.1,forward,SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0260,Motijheel,PLC0209,Madanpur,16.1,reverse,SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0260,Motijheel,PLC0212,Malibagh,2.6,forward,SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0212,Malibagh,PLC0260,Motijheel,2.6,reverse,SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0212,Malibagh,PLC0210,Magbazar,1.2,forward,SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0210,Magbazar,PLC0212,Malibagh,1.2,reverse,SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0210,Magbazar,PLC0250,Mohakhali,3.5,forward,SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0250,Mohakhali,PLC0210,Magbazar,3.5,reverse,SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0250,Mohakhali,PLC0153,Kajli,1.8,forward,SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0153,Kajli,PLC0250,Mohakhali,1.8,reverse,SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0153,Kajli,PLC0001,Abdullahpur,11.3,forward,SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0001,Abdullahpur,PLC0153,Kajli,11.3,reverse,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0113,Fulbaria,PLC0276,Nayabazar,1.4,forward,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0276,Nayabazar,PLC0113,Fulbaria,1.4,reverse,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0276,Nayabazar,PLC0145,Jinjira,2.6,forward,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0145,Jinjira,PLC0276,Nayabazar,2.6,reverse,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0145,Jinjira,PLC0200,Koshailya Bazar,4.6,forward,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0200,Koshailya Bazar,PLC0145,Jinjira,4.6,reverse,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0200,Koshailya Bazar,PLC0311,Ramer Kanda,3.9,forward,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0311,Ramer Kanda,PLC0200,Koshailya Bazar,3.9,reverse,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0311,Ramer Kanda,PLC0328,Sayedpur,3.5,forward,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0328,Sayedpur,PLC0311,Ramer Kanda,3.5,reverse,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0328,Sayedpur,PLC0187,Kharshur,7.5,forward,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0187,Kharshur,PLC0328,Sayedpur,7.5,reverse,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0187,Kharshur,PLC0363,Tikarpur,4.5,forward,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0363,Tikarpur,PLC0187,Kharshur,4.5,reverse,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0363,Tikarpur,PLC0009,Apla Bazar,1.2,forward,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0009,Apla Bazar,PLC0363,Tikarpur,1.2,reverse,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0009,Apla Bazar,PLC0040,Bangonagar,4.1,forward,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0040,Bangonagar,PLC0009,Apla Bazar,4.1,reverse,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0040,Bangonagar,PLC0345,Shurganj,1.5,forward,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0345,Shurganj,PLC0040,Bangonagar,1.5,reverse,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0345,Shurganj,PLC0027,Bagmara,0.4,forward,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0027,Bagmara,PLC0345,Shurganj,0.4,reverse,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0027,Bagmara,PLC0275,Nawabganj,0.9,forward,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0275,Nawabganj,PLC0027,Bagmara,0.9,reverse,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0275,Nawabganj,PLC0211,Majhir Kanda,3.3,forward,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0211,Majhir Kanda,PLC0275,Nawabganj,3.3,reverse,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0211,Majhir Kanda,PLC0033,Bandura,2.6,forward,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0033,Bandura,PLC0211,Majhir Kanda,2.6,reverse,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0033,Bandura,PLC0043,Baruakhali,5.8,forward,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0043,Baruakhali,PLC0033,Bandura,5.8,reverse,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0043,Baruakhali,PLC0188,Khasiakhali Beribadh,4.7,forward,SRC_BRTA_METRO_FARES
BRTA_A_249_NO,PLC0188,Khasiakhali Beribadh,PLC0043,Baruakhali,4.7,reverse,SRC_BRTA_METRO_FARES
BRTA_A_252_NO,PLC0054,Bhulta,PLC0143,Jatrabari,21.1,forward,SRC_BRTA_METRO_FARES
BRTA_A_252_NO,PLC0143,Jatrabari,PLC0054,Bhulta,21.1,reverse,SRC_BRTA_METRO_FARES
BRTA_A_252_NO,PLC0143,Jatrabari,PLC0125,Gulistan,3.1,forward,SRC_BRTA_METRO_FARES
BRTA_A_252_NO,PLC0125,Gulistan,PLC0143,Jatrabari,3.1,reverse,SRC_BRTA_METRO_FARES
BRTA_A_252_NO,PLC0125,Gulistan,PLC0331,Shahbag,2.7,forward,SRC_BRTA_METRO_FARES
BRTA_A_252_NO,PLC0331,Shahbag,PLC0125,Gulistan,2.7,reverse,SRC_BRTA_METRO_FARES
BRTA_A_252_NO,PLC0331,Shahbag,PLC0156,Kalabagan,3.5,forward,SRC_BRTA_METRO_FARES
BRTA_A_252_NO,PLC0156,Kalabagan,PLC0331,Shahbag,3.5,reverse,SRC_BRTA_METRO_FARES
BRTA_A_252_NO,PLC0156,Kalabagan,PLC0329,Science Lab,0.9,forward,SRC_BRTA_METRO_FARES
BRTA_A_252_NO,PLC0329,Science Lab,PLC0156,Kalabagan,0.9,reverse,SRC_BRTA_METRO_FARES
BRTA_A_256_NO,PLC0069,Chancharpul,PLC0125,Gulistan,2.0,forward,SRC_BRTA_METRO_FARES
BRTA_A_256_NO,PLC0125,Gulistan,PLC0069,Chancharpul,2.0,reverse,SRC_BRTA_METRO_FARES
BRTA_A_256_NO,PLC0125,Gulistan,PLC0143,Jatrabari,3.4,forward,SRC_BRTA_METRO_FARES
BRTA_A_256_NO,PLC0143,Jatrabari,PLC0125,Gulistan,3.4,reverse,SRC_BRTA_METRO_FARES
BRTA_A_256_NO,PLC0143,Jatrabari,PLC0171,Kanchpur,9.4,forward,SRC_BRTA_METRO_FARES
BRTA_A_256_NO,PLC0171,Kanchpur,PLC0143,Jatrabari,9.4,reverse,SRC_BRTA_METRO_FARES
BRTA_A_256_NO,PLC0171,Kanchpur,PLC0209,Madanpur,3.2,forward,SRC_BRTA_METRO_FARES
BRTA_A_256_NO,PLC0209,Madanpur,PLC0171,Kanchpur,3.2,reverse,SRC_BRTA_METRO_FARES
BRTA_A_256_NO,PLC0209,Madanpur,PLC0351,Sonargaon Mogra Para,7.8,forward,SRC_BRTA_METRO_FARES
BRTA_A_256_NO,PLC0351,Sonargaon Mogra Para,PLC0209,Madanpur,7.8,reverse,SRC_BRTA_METRO_FARES
BRTA_A_256_NO,PLC0351,Sonargaon Mogra Para,PLC0228,Meghna Ghat,3.5,forward,SRC_BRTA_METRO_FARES
BRTA_A_256_NO,PLC0228,Meghna Ghat,PLC0351,Sonargaon Mogra Para,3.5,reverse,SRC_BRTA_METRO_FARES
BRTA_A_257_NO,PLC0172,Kanchpur Bridge,PLC0260,Motijheel,13.4,forward,SRC_BRTA_METRO_FARES
BRTA_A_257_NO,PLC0260,Motijheel,PLC0172,Kanchpur Bridge,13.4,reverse,SRC_BRTA_METRO_FARES
BRTA_A_257_NO,PLC0260,Motijheel,PLC0212,Malibagh,3.0,forward,SRC_BRTA_METRO_FARES
BRTA_A_257_NO,PLC0212,Malibagh,PLC0260,Motijheel,3.0,reverse,SRC_BRTA_METRO_FARES
BRTA_A_257_NO,PLC0212,Malibagh,PLC0300,Progati Sarani,6.0,forward,SRC_BRTA_METRO_FARES
BRTA_A_257_NO,PLC0300,Progati Sarani,PLC0212,Malibagh,6.0,reverse,SRC_BRTA_METRO_FARES
BRTA_A_257_NO,PLC0300,Progati Sarani,PLC0005,Airport,7.1,forward,SRC_BRTA_METRO_FARES
BRTA_A_257_NO,PLC0005,Airport,PLC0300,Progati Sarani,7.1,reverse,SRC_BRTA_METRO_FARES
BRTA_A_257_NO,PLC0005,Airport,PLC0001,Abdullahpur,3.6,forward,SRC_BRTA_METRO_FARES
BRTA_A_257_NO,PLC0001,Abdullahpur,PLC0005,Airport,3.6,reverse,SRC_BRTA_METRO_FARES
BRTA_A_257_NO,PLC0001,Abdullahpur,PLC0061,Board Bazar,7.8,forward,SRC_BRTA_METRO_FARES
BRTA_A_257_NO,PLC0061,Board Bazar,PLC0001,Abdullahpur,7.8,reverse,SRC_BRTA_METRO_FARES
BRTA_A_259_NO,PLC0288,Palashi,PLC0106,Eden College,0.9,forward,SRC_BRTA_METRO_FARES
BRTA_A_259_NO,PLC0106,Eden College,PLC0288,Palashi,0.9,reverse,SRC_BRTA_METRO_FARES
BRTA_A_259_NO,PLC0106,Eden College,PLC0331,Shahbag,2.5,forward,SRC_BRTA_METRO_FARES
BRTA_A_259_NO,PLC0331,Shahbag,PLC0106,Eden College,2.5,reverse,SRC_BRTA_METRO_FARES
BRTA_A_259_NO,PLC0331,Shahbag,PLC0125,Gulistan,2.7,forward,SRC_BRTA_METRO_FARES
BRTA_A_259_NO,PLC0125,Gulistan,PLC0331,Shahbag,2.7,reverse,SRC_BRTA_METRO_FARES
BRTA_A_259_NO,PLC0125,Gulistan,PLC0143,Jatrabari,3.3,forward,SRC_BRTA_METRO_FARES
BRTA_A_259_NO,PLC0143,Jatrabari,PLC0125,Gulistan,3.3,reverse,SRC_BRTA_METRO_FARES
BRTA_A_259_NO,PLC0143,Jatrabari,PLC0332,Shanir Akhra,1.6,forward,SRC_BRTA_METRO_FARES
BRTA_A_259_NO,PLC0332,Shanir Akhra,PLC0143,Jatrabari,1.6,reverse,SRC_BRTA_METRO_FARES
BRTA_A_259_NO,PLC0332,Shanir Akhra,PLC0229,Meghnaghat,22.4,forward,SRC_BRTA_METRO_FARES
BRTA_A_259_NO,PLC0229,Meghnaghat,PLC0332,Shanir Akhra,22.4,reverse,SRC_BRTA_METRO_FARES
BRTA_A_260_NO,PLC0113,Fulbaria,PLC0069,Chancharpul,1.5,forward,SRC_BRTA_METRO_FARES
BRTA_A_260_NO,PLC0069,Chancharpul,PLC0113,Fulbaria,1.5,reverse,SRC_BRTA_METRO_FARES
BRTA_A_260_NO,PLC0069,Chancharpul,PLC0018,Azimpur,3.6,forward,SRC_BRTA_METRO_FARES
BRTA_A_260_NO,PLC0018,Azimpur,PLC0069,Chancharpul,3.6,reverse,SRC_BRTA_METRO_FARES
BRTA_A_260_NO,PLC0018,Azimpur,PLC0012,Asad Gate,2.9,forward,SRC_BRTA_METRO_FARES
BRTA_A_260_NO,PLC0012,Asad Gate,PLC0018,Azimpur,2.9,reverse,SRC_BRTA_METRO_FARES
BRTA_A_260_NO,PLC0012,Asad Gate,PLC0362,Technical,3.0,forward,SRC_BRTA_METRO_FARES
BRTA_A_260_NO,PLC0362,Technical,PLC0012,Asad Gate,3.0,reverse,SRC_BRTA_METRO_FARES
BRTA_A_260_NO,PLC0362,Technical,PLC0114,Gabtoli,1.0,forward,SRC_BRTA_METRO_FARES
BRTA_A_260_NO,PLC0114,Gabtoli,PLC0362,Technical,1.0,reverse,SRC_BRTA_METRO_FARES
BRTA_A_260_NO,PLC0114,Gabtoli,PLC0090,Dhamrai,30.0,forward,SRC_BRTA_METRO_FARES
BRTA_A_260_NO,PLC0090,Dhamrai,PLC0114,Gabtoli,30.0,reverse,SRC_BRTA_METRO_FARES
BRTA_A_264_NO,PLC0233,Mirpur (Zoo),PLC0239,Mirpur-1,1.8,forward,SRC_BRTA_METRO_FARES
BRTA_A_264_NO,PLC0239,Mirpur-1,PLC0233,Mirpur (Zoo),1.8,reverse,SRC_BRTA_METRO_FARES
BRTA_A_264_NO,PLC0239,Mirpur-1,PLC0008,Ansar Camp,0.9,forward,SRC_BRTA_METRO_FARES
BRTA_A_264_NO,PLC0008,Ansar Camp,PLC0239,Mirpur-1,0.9,reverse,SRC_BRTA_METRO_FARES
BRTA_A_264_NO,PLC0008,Ansar Camp,PLC0112,Farmgate,6.3,forward,SRC_BRTA_METRO_FARES
BRTA_A_264_NO,PLC0112,Farmgate,PLC0008,Ansar Camp,6.3,reverse,SRC_BRTA_METRO_FARES
BRTA_A_264_NO,PLC0112,Farmgate,PLC0123,Golapshah Mazar (Fulbaria),5.2,forward,SRC_BRTA_METRO_FARES
BRTA_A_264_NO,PLC0123,Golapshah Mazar (Fulbaria),PLC0112,Farmgate,5.2,reverse,SRC_BRTA_METRO_FARES
BRTA_A_264_NO,PLC0123,Golapshah Mazar (Fulbaria),PLC0277,Nayabazar (No. 2 Buriganga Bridge),1.5,forward,SRC_BRTA_METRO_FARES
BRTA_A_264_NO,PLC0277,Nayabazar (No. 2 Buriganga Bridge),PLC0123,Golapshah Mazar (Fulbaria),1.5,reverse,SRC_BRTA_METRO_FARES
