entity_type,entity_id,name_en,name_bn,search_text,latitude,longitude,provider,confidence,status
official_place,PLC0231,Meradia Bazar,মেরাদিয়া বাজার,"Meradia Bazar, Dhaka, Bangladesh",,,,,pending
official_place,PLC0232,Middle Badda,মধ্য বাড্ডা,"Middle Badda, Dhaka, Bangladesh",,,,,pending
official_place,PLC0233,Mirpur (Zoo),মিরপুর (চিড়িয়াখানা),"Mirpur (Zoo), Dhaka, Bangladesh",,,,,pending
official_place,PLC0234,Mirpur DOHS,মিরপুর ডিওএইচ এস,"Mirpur DOHS, Dhaka, Bangladesh",,,,,pending
official_place,PLC0235,Mirpur Mazar Road,মিরপুর মাজার রোড,"Mirpur Mazar Road, Dhaka, Bangladesh",,,,,pending
official_place,PLC0236,Mirpur Rupnagar,মিরপুর রূপনগর,"Mirpur Rupnagar, Dhaka, Bangladesh",,,,,pending
official_place,PLC0237,Mirpur Sade 11,মিরপুর সাড়ে ১১,"Mirpur Sade 11, Dhaka, Bangladesh",,,,,pending
official_place,PLC0238,Mirpur Thana,মিরপুর থানা,"Mirpur Thana, Dhaka, Bangladesh",,,,,pending
official_place,PLC0239,Mirpur-1,মিরপুর-১,"Mirpur-1, Dhaka, Bangladesh",,,,,pending
official_place,PLC0240,Mirpur-10,মিরপুর-১০,"Mirpur-10, Dhaka, Bangladesh",,,,,pending
official_place,PLC0241,Mirpur-11,মিরপুর-১১,"Mirpur-11, Dhaka, Bangladesh",,,,,pending
official_place,PLC0242,Mirpur-11 1/2,মিরপুর-১১ ১/২,"Mirpur-11 1/2, Dhaka, Bangladesh",,,,,pending
official_place,PLC0243,Mirpur-12,মিরপুর-১২,"Mirpur-12, Dhaka, Bangladesh",,,,,pending
official_place,PLC0244,Mirpur-14,মিরপুর-১৪,"Mirpur-14, Dhaka, Bangladesh",,,,,pending
official_place,PLC0245,Mirpur-2,মিরপুর-২,"Mirpur-2, Dhaka, Bangladesh",,,,,pending
official_place,PLC0246,Mirpur-6,মিরপুর-৬,"Mirpur-6, Dhaka, Bangladesh",,,,,pending
official_place,PLC0247,Mirpur(1),মিরপুর(১),"Mirpur(1), Dhaka, Bangladesh",,,,,pending
official_place,PLC0248,Mirpur(10),মিরপুর(১০),"Mirpur(10), Dhaka, Bangladesh",,,,,pending
official_place,PLC0249,Mirpur(14),মিরপুর(১৪),"Mirpur(14), Dhaka, Bangladesh",,,,,pending
official_place,PLC0250,Mohakhali,মহাখালী,"Mohakhali, Dhaka, Bangladesh",,,,,pending
official_place,PLC0251,Mohakhali Amtali,মহাখালী আমতলী,"Mohakhali Amtali, Dhaka, Bangladesh",,,,,pending
official_place,PLC0252,Mohakhali Amtoli,মহাখালী আমতলী,"Mohakhali Amtoli, Dhaka, Bangladesh",,,,,pending
official_place,PLC0253,Mohammadpur,মোঃপুর,"Mohammadpur, Dhaka, Bangladesh",,,,,pending
official_place,PLC0254,Mohammadpur (Asad Avenue),মোহাম্মদপুর (আসাদ এভিনিউ),"Mohammadpur (Asad Avenue), Dhaka, Bangladesh",,,,,pending
official_place,PLC0255,Mohammadpur (Basila Road),মোহাম্মদপুর (বসিলা রোড),"Mohammadpur (Basila Road), Dhaka, Bangladesh",,,,,pending
official_place,PLC0256,Mohammadpur (Japan Garden City),মোহাম্মদপুর (জাপান গার্ডেন সিটি),"Mohammadpur (Japan Garden City), Dhaka, Bangladesh",,,,,pending
official_place,PLC0257,Mohammadpur Bus Stand,মোহাম্মদপুর বাস স্ট্যান্ড,"Mohammadpur Bus Stand, Dhaka, Bangladesh",,,,,pending
official_place,PLC0258,Mohammadpur Shia Mosque,মোহাম্মদপুর শিয়া মসজিদ,"Mohammadpur Shia Mosque, Dhaka, Bangladesh",,,,,pending
official_place,PLC0259,Mohammadpur Town Hall,মোহাম্মদপুর টাউন হল,"Mohammadpur Town Hall, Dhaka, Bangladesh",,,,,pending
official_place,PLC0260,Motijheel,মতিঝিল,"Motijheel, Dhaka, Bangladesh",,,,,pending
official_place,PLC0261,Motijheel (Hirjheel),মতিঝিল (হীরঝিল),"Motijheel (Hirjheel), Dhaka, Bangladesh",,,,,pending
official_place,PLC0262,Motijheel (Notre Dame College),মতিঝিল (নটরডেম কলেজ),"Motijheel (Notre Dame College), Dhaka, Bangladesh",,,,,pending
official_place,PLC0263,Motijheel (Shapla Chattar),মতিঝিল (শাপলা চত্বর),"Motijheel (Shapla Chattar), Dhaka, Bangladesh",,,,,pending
official_place,PLC0264,Mouchak,মৌচাক,"Mouchak, Dhaka, Bangladesh",,,,,pending
official_place,PLC0265,Mouchak (Flyover),মৌচাক (ফ্লাইওভার),"Mouchak (Flyover), Dhaka, Bangladesh",,,,,pending
official_place,PLC0266,Mugda,মুগদা,"Mugda, Dhaka, Bangladesh",,,,,pending
official_place,PLC0267,Nabinagar,নবীনগর,"Nabinagar, Dhaka, Bangladesh",,,,,pending
official_place,PLC0268,Nabisco,নাবিস্কো,"Nabisco, Dhaka, Bangladesh",,,,,pending
official_place,PLC0269,Nandan Park,নন্দনপার্ক,"Nandan Park, Dhaka, Bangladesh",,,,,pending
official_place,PLC0270,Narayanganj,নারায়ণগঞ্জ,"Narayanganj, Dhaka, Bangladesh",,,,,pending
official_place,PLC0271,Narayanganj Chasara,নারায়ণগঞ্জ চাষাঢ়া,"Narayanganj Chasara, Dhaka, Bangladesh",,,,,pending
official_place,PLC0272,Narayanganj Link Road,নারাংগঞ্জ লিংক রোড,"Narayanganj Link Road, Dhaka, Bangladesh",,,,,pending
official_place,PLC0273,Narsinghpur,নরসিংহপুর,"Narsinghpur, Dhaka, Bangladesh",,,,,pending
official_place,PLC0274,Natun Bazar,নতুন বাজার,"Natun Bazar, Dhaka, Bangladesh",,,,,pending
official_place,PLC0275,Nawabganj,নবাবগঞ্জ,"Nawabganj, Dhaka, Bangladesh",,,,,pending
official_place,PLC0276,Nayabazar,নয়াবাজার,"Nayabazar, Dhaka, Bangladesh",,,,,pending
official_place,PLC0277,Nayabazar (No. 2 Buriganga Bridge),নয়াবাজার (২নং বুড়িগঙ্গা সেতু),"Nayabazar (No. 2 Buriganga Bridge), Dhaka, Bangladesh",,,,,pending
official_place,PLC0278,New Airport,নিউ এয়ারপোর্ট,"New Airport, Dhaka, Bangladesh",,,,,pending
official_place,PLC0279,New Market,নিউমার্কেট,"New Market, Dhaka, Bangladesh",,,,,pending
official_place,PLC0280,Nilkhet,নীলক্ষেত,"Nilkhet, Dhaka, Bangladesh",,,,,pending
official_place,PLC0281,Nobinagar (Savar),নবীনগর (সাভার),"Nobinagar (Savar), Dhaka, Bangladesh",,,,,pending
official_place,PLC0282,Norda,নর্দা,"Norda, Dhaka, Bangladesh",,,,,pending
official_place,PLC0283,Notre Dame College,নটরড্যাম কলেজ,"Notre Dame College, Dhaka, Bangladesh",,,,,pending
official_place,PLC0284,Notun Bazar,নতুন বাজার,"Notun Bazar, Dhaka, Bangladesh",,,,,pending
official_place,PLC0285,Original Das,অরিজিনাল দশ,"Original Das, Dhaka, Bangladesh",,,,,pending
official_place,PLC0286,Original-10,অরিজিনাল-১০,"Original-10, Dhaka, Bangladesh",,,,,pending
official_place,PLC0287,Pagla Bazar,পাগলাবাজার,"Pagla Bazar, Dhaka, Bangladesh",,,,,pending
official_place,PLC0288,Palashi,পলাশী,"Palashi, Dhaka, Bangladesh",,,,,pending
official_place,PLC0289,Pallabi (Ceramic),পল্লবী (সিরামিক),"Pallabi (Ceramic), Dhaka, Bangladesh",,,,,pending
official_place,PLC0290,Pallabi (Mirpur-12),পল্লবী (মিরপুর-১২),"Pallabi (Mirpur-12), Dhaka, Bangladesh",,,,,pending
official_place,PLC0291,Paltan,পল্টন,"Paltan, Dhaka, Bangladesh",,,,,pending
official_place,PLC0292,Palton,পল্টন,"Palton, Dhaka, Bangladesh",,,,,pending
official_place,PLC0293,Paturia,পাটুরিয়া,"Paturia, Dhaka, Bangladesh",,,,,pending
official_place,PLC0294,Pirjangi Mazar,পীরজঙ্গী মাজার,"Pirjangi Mazar, Dhaka, Bangladesh",,,,,pending
official_place,PLC0295,Postgola,পোস্তগোলা,"Postgola, Dhaka, Bangladesh",,,,,pending
official_place,PLC0296,Postgola Bridge,পোস্তগোলা ব্রীজ,"Postgola Bridge, Dhaka, Bangladesh",,,,,pending
official_place,PLC0297,Prashika,প্রশিকা,"Prashika, Dhaka, Bangladesh",,,,,pending
official_place,PLC0298,Press Club,প্রেসক্লাব,"Press Club, Dhaka, Bangladesh",,,,,pending
official_place,PLC0299,Priyangan Gate,প্রিয়ঙ্গন গেট,"Priyangan Gate, Dhaka, Bangladesh",,,,,pending
official_place,PLC0300,Progati Sarani,প্রগতি সরণী,"Progati Sarani, Dhaka, Bangladesh",,,,,pending
official_place,PLC0301,Purabi,পূরবী,"Purabi, Dhaka, Bangladesh",,,,,pending
official_place,PLC0302,Purbi,পুরবী,"Purbi, Dhaka, Bangladesh",,,,,pending
official_place,PLC0303,Rainbow,রেইনবো,"Rainbow, Dhaka, Bangladesh",,,,,pending
official_place,PLC0304,Rajabari,রাজাবাড়ী,"Rajabari, Dhaka, Bangladesh",,,,,pending
official_place,PLC0305,Rajarbagh,রাজারবাগ,"Rajarbagh, Dhaka, Bangladesh",,,,,pending
official_place,PLC0306,Rajendrapur,রাজেন্দ্রপুর,"Rajendrapur, Dhaka, Bangladesh",,,,,pending
official_place,PLC0307,Rajendrapur Bazar,রাজেন্দ্রপুর বাজার,"Rajendrapur Bazar, Dhaka, Bangladesh",,,,,pending
official_place,PLC0308,Rajendrapur Crossroad,রাজেন্দ্রপুর চৌরাস্তা,"Rajendrapur Crossroad, Dhaka, Bangladesh",,,,,pending
official_place,PLC0309,Rajlaxmi,রাজলক্ষ্মী,"Rajlaxmi, Dhaka, Bangladesh",,,,,pending
official_place,PLC0310,Rajmoni,রাজমনি,"Rajmoni, Dhaka, Bangladesh",,,,,pending
official_place,PLC0311,Ramer Kanda,রামের কান্দা,"Ramer Kanda, Dhaka, Bangladesh",,,,,pending
official_place,PLC0312,Rampura,রামপুরা,"Rampura, Dhaka, Bangladesh",,,,,pending
official_place,PLC0313,Rampura (Bonsree),রামপুরা (বনশ্রী),"Rampura (Bonsree), Dhaka, Bangladesh",,,,,pending
official_place,PLC0314,Rampura Bridge,রামপুরা ব্রীজ,"Rampura Bridge, Dhaka, Bangladesh",,,,,pending
official_place,PLC0315,Rampura TV Center,রামপুরা টিভি সেন্টার,"Rampura TV Center, Dhaka, Bangladesh",,,,,pending
official_place,PLC0316,Rayerbag,রায়েরবাগ,"Rayerbag, Dhaka, Bangladesh",,,,,pending
official_place,PLC0317,Raysaheb Bazar,রায়সাহেব বাজার,"Raysaheb Bazar, Dhaka, Bangladesh",,,,,pending
official_place,PLC0318,Ruhitpur,রুহিতপুর,"Ruhitpur, Dhaka, Bangladesh",,,,,pending
official_place,PLC0319,Rupshi,রূপসী,"Rupshi, Dhaka, Bangladesh",,,,,pending
official_place,PLC0320,Russell Square,রাসেল স্কয়ার,"Russell Square, Dhaka, Bangladesh",,,,,pending
official_place,PLC0321,Sadarghat,সদরঘাট,"Sadarghat, Dhaka, Bangladesh",,,,,pending
official_place,PLC0322,Sadarghat Victoria Park,সদরঘাট ভিক্টোরিয়া পার্ক,"Sadarghat Victoria Park, Dhaka, Bangladesh",,,,,pending
official_place,PLC0323,Safipur,সফিপুর,"Safipur, Dhaka, Bangladesh",,,,,pending
official_place,PLC0324,Sainik Club,সৈনিক ক্লাব,"Sainik Club, Dhaka, Bangladesh",,,,,pending
official_place,PLC0325,Satrasta,সাতরাস্তা,"Satrasta, Dhaka, Bangladesh",,,,,pending
official_place,PLC0326,Savar,সাভার,"Savar, Dhaka, Bangladesh",,,,,pending
official_place,PLC0327,Sayedabad,সায়দাবাদ,"Sayedabad, Dhaka, Bangladesh",,,,,pending
official_place,PLC0328,Sayedpur,সৈয়দপুর,"Sayedpur, Dhaka, Bangladesh",,,,,pending
official_place,PLC0329,Science Lab,সায়েন্সল্যাব,"Science Lab, Dhaka, Bangladesh",,,,,pending
official_place,PLC0330,Shah Ali Mazar,শাহআলী মাজার,"Shah Ali Mazar, Dhaka, Bangladesh",,,,,pending
official_place,PLC0331,Shahbag,শাহবাগ,"Shahbag, Dhaka, Bangladesh",,,,,pending
official_place,PLC0332,Shanir Akhra,শনির আখড়া,"Shanir Akhra, Dhaka, Bangladesh",,,,,pending
official_place,PLC0333,Shankar,শঙ্কর,"Shankar, Dhaka, Bangladesh",,,,,pending
official_place,PLC0334,Shaora Bazar,শাওড়া বাজার,"Shaora Bazar, Dhaka, Bangladesh",,,,,pending
official_place,PLC0335,Shapla Chattar,শাপলা চত্বর,"Shapla Chattar, Dhaka, Bangladesh",,,,,pending
official_place,PLC0336,Sheora,শেওড়া,"Sheora, Dhaka, Bangladesh",,,,,pending
official_place,PLC0337,Sheora Bazar,শেওড়া বাজার,"Sheora Bazar, Dhaka, Bangladesh",,,,,pending
official_place,PLC0338,Sheora Para,শেওড়া পাড়া,"Sheora Para, Dhaka, Bangladesh",,,,,pending
official_place,PLC0339,Sheorapara,শেওড়াপাড়া,"Sheorapara, Dhaka, Bangladesh",,,,,pending
official_place,PLC0340,Shewrapara,শেওড়াপাড়া,"Shewrapara, Dhaka, Bangladesh",,,,,pending
official_place,PLC0341,Shia Masjid,শিয়া মসজিদ,"Shia Masjid, Dhaka, Bangladesh",,,,,pending
official_place,PLC0342,Shialbari,শিয়ালবাড়ী,"Shialbari, Dhaka, Bangladesh",,,,,pending
official_place,PLC0343,Shishumela,শিশুমেলা,"Shishumela, Dhaka, Bangladesh",,,,,pending
official_place,PLC0344,Shukrabad,শুক্রাবাদ,"Shukrabad, Dhaka, Bangladesh",,,,,pending
official_place,PLC0345,Shurganj,শুরগঞ্জ,"Shurganj, Dhaka, Bangladesh",,,,,pending
official_place,PLC0346,Shyamoli,শ্যামলী,"Shyamoli, Dhaka, Bangladesh",,,,,pending
official_place,PLC0347,Shyamoli Ring Road,শ্যামলী রিং রোড,"Shyamoli Ring Road, Dhaka, Bangladesh",,,,,pending
official_place,PLC0348,Signboard,সাইনবোর্ড,"Signboard, Dhaka, Bangladesh",,,,,pending
official_place,PLC0349,Sobhanbag,সোবহানবাগ,"Sobhanbag, Dhaka, Bangladesh",,,,,pending
official_place,PLC0350,Sonargaon,সোনারগাঁও,"Sonargaon, Dhaka, Bangladesh",,,,,pending
official_place,PLC0351,Sonargaon Mogra Para,সোনারগাঁও মোগড়া পাড়া,"Sonargaon Mogra Para, Dhaka, Bangladesh",,,,,pending
official_place,PLC0352,Soni Cinema Hall,সনি সিনেমা হল,"Soni Cinema Hall, Dhaka, Bangladesh",,,,,pending
official_place,PLC0353,Sreepur,শ্রীপুর,"Sreepur, Dhaka, Bangladesh",,,,,pending
official_place,PLC0354,Stadium,স্টেডিয়াম,"Stadium, Dhaka, Bangladesh",,,,,pending
official_place,PLC0355,Staff Quarter,স্টাফ কোয়ার্টার,"Staff Quarter, Dhaka, Bangladesh",,,,,pending
official_place,PLC0356,Staff Road,স্টাফরোড,"Staff Road, Dhaka, Bangladesh",,,,,pending
official_place,PLC0357,Sultana Kamal Bridge,সুলতানা কামাল ব্রীজ,"Sultana Kamal Bridge, Dhaka, Bangladesh",,,,,pending
official_place,PLC0358,T&T,টিএন্ডটি,"T&T, Dhaka, Bangladesh",,,,,pending
official_place,PLC0359,T&T Para,টিটিপাড়া,"T&T Para, Dhaka, Bangladesh",,,,,pending
official_place,PLC0360,Tankarpur,টঙ্করপুর,"Tankarpur, Dhaka, Bangladesh",,,,,pending
official_place,PLC0361,Tarabo Biswa Road,তারাবো বিশ্বরোড,"Tarabo Biswa Road, Dhaka, Bangladesh",,,,,pending
official_place,PLC0362,Technical,টেকনিক্যাল,"Technical, Dhaka, Bangladesh",,,,,pending
official_place,PLC0363,Tikarpur,টিকরপুর,"Tikarpur, Dhaka, Bangladesh",,,,,pending
official_place,PLC0364,Tikatapara,টিকটাপাড়া,"Tikatapara, Dhaka, Bangladesh",,,,,pending
official_place,PLC0365,Tikatuli,টিকাটুলি,"Tikatuli, Dhaka, Bangladesh",,,,,pending
official_place,PLC0366,Titumir College,তিতুমীর কলেজ,"Titumir College, Dhaka, Bangladesh",,,,,pending
official_place,PLC0367,Tongi,টঙ্গী,"Tongi, Dhaka, Bangladesh",,,,,pending
official_place,PLC0368,Tongi (Bastuhara),টঙ্গী (বাস্তহারা),"Tongi (Bastuhara), Dhaka, Bangladesh",,,,,pending
official_place,PLC0369,Tongi Bastuhara,টঙ্গী বাস্তহারা,"Tongi Bastuhara, Dhaka, Bangladesh",,,,,pending
official_place,PLC0370,Tongi Bazar,টঙ্গীবাজার,"Tongi Bazar, Dhaka, Bangladesh",,,,,pending
official_place,PLC0371,Town Hall,টাউন হল,"Town Hall, Dhaka, Bangladesh",,,,,pending
official_place,PLC0372,TV Center,টিভি সেন্টার,"TV Center, Dhaka, Bangladesh",,,,,pending
official_place,PLC0373,UBL,ইউবিএল,"UBL, Dhaka, Bangladesh",,,,,pending
official_place,PLC0374,Urojahaj Junction,উড়োজাহাজ জংশন,"Urojahaj Junction, Dhaka, Bangladesh",,,,,pending
official_place,PLC0375,Utholi,উথলী,"Utholi, Dhaka, Bangladesh",,,,,pending
official_place,PLC0376,Uttar Badda,উত্তর বাড্ডা,"Uttar Badda, Dhaka, Bangladesh",,,,,pending
official_place,PLC0377,Uttara,উত্তরা,"Uttara, Dhaka, Bangladesh",,,,,pending
official_place,PLC0378,Uttara (Raniganj),উত্তরা (রানীগঞ্জ),"Uttara (Raniganj), Dhaka, Bangladesh",,,,,pending
official_place,PLC0379,Uttara Diabari,উত্তরা দিয়াবাড়ী,"Uttara Diabari, Dhaka, Bangladesh",,,,,pending
official_place,PLC0380,Victoria Park,ভিক্টোরিয়া পার্ক,"Victoria Park, Dhaka, Bangladesh",,,,,pending
official_place,PLC0381,Washi (Belba Garden),ওয়াশী (বেলবা গার্ডেন),"Washi (Belba Garden), Dhaka, Bangladesh",,,,,pending
official_place,PLC0382,Washpur,ওয়াশপুর,"Washpur, Dhaka, Bangladesh",,,,,pending
official_place,PLC0383,Work Shop,ওয়ার্ক সপ,"Work Shop, Dhaka, Bangladesh",,,,,pending
official_place,PLC0384,Zillur Rahman Flyover,জিল্লুর রহমান ফ্লাইওভার,"Zillur Rahman Flyover, Dhaka, Bangladesh",,,,,pending
official_place,PLC0385,Zirab,জিরাব,"Zirab, Dhaka, Bangladesh",,,,,pending
official_place,PLC0386,Zirani,জিরানী,"Zirani, Dhaka, Bangladesh",,,,,pending
official_place,PLC0387,Zoo,চিড়িয়াখানা,"Zoo, Dhaka, Bangladesh",,,,,pending
community_unmatched_stop,RAW_300_FEET,300 Feet,,"300 Feet, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_ABDULLA,Abdulla,,"Abdulla, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_ADABOR,Adabor,,"Adabor, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_ADABOR_SHYAMOLI,Adabor Shyamoli,,"Adabor Shyamoli, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_ADAMJEE_COLLEGE,Adamjee College,,"Adamjee College, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_ADAMJEE_SCHOOL,Adamjee School,,"Adamjee School, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_AIRPORT_JASHIMUDDIN_UTTARA,Airport Jashimuddin (Uttara),,"Airport Jashimuddin (Uttara), Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_ARAMBAGH_KINGDOM,Arambagh Kingdom,,"Arambagh Kingdom, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_ARAMBAGH_NOTRE_DAME_COLLEGE,Arambagh Notre Dame College,,"Arambagh Notre Dame College, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_ASHULIA_BAZAR,Ashulia Bazar,,"Ashulia Bazar, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_BAITUL_MUKARRAM,Baitul Mukarram,,"Baitul Mukarram, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_BANASREE,Banasree,,"Banasree, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_BANGLA_MOTOR_SHAHBAG,Bangla Motor Shahbag,,"Bangla Motor Shahbag, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_BAROMI,Baromi,,"Baromi, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_BASHTOLA,Bashtola,,"Bashtola, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_BASHTOLA,Bashtola -,,"Bashtola -, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_BATA_SIGNAL,Bata Signal,,"Bata Signal, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_BERIBADH_TIN_RASTAR_MOOR,Beribadh Tin Rastar Moor,,"Beribadh Tin Rastar Moor, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_BIRULIA,Birulia,,"Birulia, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_BOT_TOLA,Bot tola,,"Bot tola, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_CMH,CMH,,"CMH, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_CANTONMENT,Cantonment,,"Cantonment, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_CHAIRMAN_BARI,Chairman Bari,,"Chairman Bari, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_CHASHARA,Chashara,,"Chashara, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_CHIRIYAKHANA,Chiriyakhana,,"Chiriyakhana, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_CHITTAGONG_ROAD,Chittagong Road,,"Chittagong Road, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_DAINIK_BANGLA_MOOR,Dainik Bangla Moor,,"Dainik Bangla Moor, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_DAYAGANJ,Dayaganj,,"Dayaganj, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_DHAKESHWARI,Dhakeshwari,,"Dhakeshwari, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_DHANMONDI_27,Dhanmondi 27,,"Dhanmondi 27, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_DHANMONDI_32,Dhanmondi 32,,"Dhanmondi 32, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_DHANMONDI_32_KALABAGAN,Dhanmondi 32 Kalabagan,,"Dhanmondi 32 Kalabagan, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_DHOLAIRPAR,Dholairpar,,"Dholairpar, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_DHOUR,Dhour,,"Dhour, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_ECB_SQUARE,ECB Square,,"ECB Square, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_FAKIRAPUL,Fakirapul,,"Fakirapul, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_FARMGATE_BIJOY_SARANI,Farmgate Bijoy Sarani,,"Farmgate Bijoy Sarani, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_GANDARIA,Gandaria,,"Gandaria, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_GARRISON_CANTONMENT,Garrison (Cantonment),,"Garrison (Cantonment), Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_GAZIPUR_BYPASS,Gazipur Bypass,,"Gazipur Bypass, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_GAZIPUR_CHOURASTA,Gazipur Chourasta,,"Gazipur Chourasta, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_GOLAPBAG_CHOURASTA,Golapbag Chourasta,,"Golapbag Chourasta, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_GULSHAN_LINK_ROAD,Gulshan Link Road,,"Gulshan Link Road, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_HASNABAD,Hasnabad,,"Hasnabad, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_HAZARIBAG,Hazaribag,,"Hazaribag, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_IDB,IDB,,"IDB, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_ITTEFAQ_MOOR,Ittefaq Moor,,"Ittefaq Moor, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_ITTEFAQ_MOOR_SAYEDABAD,Ittefaq Moor Sayedabad,,"Ittefaq Moor Sayedabad, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_JAHANGIR_GATE,Jahangir Gate,,"Jahangir Gate, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_JAKIR_HOSSEN_ROAD,Jakir Hossen Road,,"Jakir Hossen Road, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_JALKURI,Jalkuri,,"Jalkuri, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_JAMGORA,Jamgora,,"Jamgora, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_JANAPATH_MOOR,Janapath Moor,,"Janapath Moor, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_JARUN,Jarun,,"Jarun, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_JOYDEBPUR,Joydebpur,,"Joydebpur, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_KAKALI,Kakali,,"Kakali, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_KALABAGAN_CITY_COLLEGE,Kalabagan City College,,"Kalabagan City College, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_KALSHI_PALLABI,Kalshi Pallabi,,"Kalshi Pallabi, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_KANCHAN_BRIDGE,Kanchan Bridge,,"Kanchan Bridge, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_KASHIMPUR,Kashimpur,,"Kashimpur, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_KAZIPARA_SHEWRAPARA,Kazipara Shewrapara,,"Kazipara Shewrapara, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_KAZLA,Kazla,,"Kazla, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_KHAMAR_BARI_FARMGATE,Khamar Bari Farmgate,,"Khamar Bari Farmgate, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_KHILGAON,Khilgaon,,"Khilgaon, Dhaka, Bangladesh",,,,,pending_manual_review
community_unmatched_stop,RAW_KUCHIMURA,Kuchimura,,"Kuchimura, Dhaka, Bangladesh",,,,,pending_manual_review
